1.0012762546539307	833
1.0017478466033936	833
1.00205659866333	834
1.0023608207702637	830
1.0026566982269287	837
1.0029492378234863	834
1.003244400024414	833
1.0035359859466553	834
1.0038270950317383	834
1.0041167736053467	834
1.0044095516204834	833
1.00469970703125	834
1.0049898624420166	834
1.0052835941314697	834
1.0055732727050781	834
1.0058634281158447	833
1.0061538219451904	833
1.0064480304718018	834
1.0067417621612549	833
1.0070326328277588	833
1.0073225498199463	833
1.0076146125793457	833
1.0079047679901123	832
1.0081963539123535	832
1.0084872245788574	832
1.0087759494781494	832
1.0090646743774414	831
1.0093541145324707	831
1.0096454620361328	830
1.0099387168884277	829
1.0102291107177734	827
1.0105218887329102	829
1.0108120441436768	827
1.0111026763916016	827
1.01139235496521	826
1.0116870403289795	826
1.0119764804840088	827
1.0122652053833008	825
1.0125539302825928	824
1.0128452777862549	823
1.0131349563598633	822
1.013425350189209	821
1.013716220855713	820
1.0140061378479004	819
1.014296531677246	818
1.014585256576538	816
1.014875888824463	815
1.015166997909546	813
1.0154564380645752	812
1.0157456398010254	810
1.0160338878631592	807
1.0163242816925049	807
1.016613483428955	804
1.016906499862671	802
1.0171959400177002	800
1.0174860954284668	798
1.0177743434906006	794
1.018162727355957	791
1.018462896347046	787
1.0187547206878662	783
1.0190479755401611	781
1.0193376541137695	776
1.0196266174316406	770
1.0199167728424072	767
1.0202081203460693	762
1.0204989910125732	757
1.0207884311676025	752
1.021080732345581	746
1.0213701725006104	741
1.0216598510742188	736
1.0219500064849854	730
1.0222423076629639	725
1.0225322246551514	719
1.0228238105773926	715
1.023115873336792	709
1.0234050750732422	704
1.0236940383911133	699
1.0239834785461426	688
1.024275302886963	691
1.024564266204834	686
1.0248534679412842	683
1.0251438617706299	679
1.0254344940185547	675
1.0257244110107422	672
1.0260131359100342	667
1.0263047218322754	665
1.0265941619873047	662
1.0268840789794922	660
1.0271735191345215	657
1.027465581893921	650
1.0277557373046875	652
1.028083324432373	656
1.0283827781677246	648
1.0286753177642822	646
1.0289654731750488	644
1.0292556285858154	642
1.0295469760894775	641
1.0298361778259277	639
1.0301246643066406	638
1.0304148197174072	637
1.0307047367095947	635
1.0309946537017822	634
1.0312838554382324	633
1.0315673351287842	632
1.0400011539459229	615
1.0500011444091797	611
1.060002326965332	637
1.070000410079956	752
1.0800011157989502	805
1.0900022983551025	809
1.1000003814697266	770
1.1100003719329834	656
1.1200001239776611	611
1.1300017833709717	605
1.140000343322754	622
1.150001049041748	736
1.160001277923584	807
1.1700012683868408	823
1.1800012588500977	816
1.1900007724761963	721
1.2000010013580322	625
1.21000075340271	611
1.220000982284546	613
1.2300007343292236	663
1.2400009632110596	769
1.2500004768371582	802
1.260000228881836	796
1.2700002193450928	733
1.280001163482666	632
1.290001392364502	606
1.3000004291534424	605
1.3100006580352783	645
1.3200006484985352	769
1.330000638961792	817
1.340000867843628	824
1.3500003814697266	804
1.3600006103515625	672
1.3700013160705566	617
1.3800013065338135	608
1.3900010585784912	620
1.4000012874603271	705
1.410001277923584	785
1.4200010299682617	803
1.4300003051757812	786
1.4400007724761963	690
1.4500010013580322	618
1.4600012302398682	605
1.470001459121704	611
1.4800007343292236	694
1.4900009632110596	792
1.5000004768371582	821
1.5100009441375732	822
1.5200002193450928	771
1.5300006866455078	637
1.5400006771087646	613
1.5500004291534424	610
1.5600001811981201	636
1.5700006484985352	746
1.580000877380371	796
1.5900006294250488	801
1.6000003814697266	761
1.6100001335144043	647
1.6200010776519775	609
1.6300013065338135	603
1.6400010585784912	624
1.650001049041748	743
1.6600003242492676	808
1.6700005531311035	823
1.6800007820129395	812
1.6900005340576172	698
1.7000012397766113	622
1.7100005149841309	609
1.7200007438659668	613
1.7300002574920654	672
1.7400004863739014	772
1.750000238418579	802
1.7600009441375732	792
1.77000093460083	710
1.7800002098083496	623
1.7900009155273438	604
1.8000001907348633	607
1.8100013732910156	659
1.8200011253356934	780
1.8300011157989502	819
1.8400013446807861	823
1.8500001430511475	785
1.8600006103515625	646
1.8700010776519775	614
1.8800008296966553	608
1.8900012969970703	625
1.9000005722045898	726
1.9100005626678467	793
